plateNumber,plateState,plateCountry,plateType,domestic,yearOfRegistration,vehicleMake,vehicleModel,vehicleColor,vehicleClass,tollingMethod,hasTag,tagAgencyId,tagId,item_type,tag_type,mounting,tag_delivery_method,tag_alias_name,shippingAddress
NO 4664,PA,USA,PERSONAL,True,2004,BMW,5 Series,White,2 Axle,TAG,True,AGN874,TAG7362,STICKER_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Stephen,"PSC 1192, Box 9680, APO AE 73995"
NO 238,CA,USA,COMMERCIAL,False,2016,Mercedes-Benz,C-Class,White,2 Axle,VIDEO,,,,,,,,,
PE 1897,UT,USA,PERSONAL,False,2007,BMW,X5,White,2 Axle,TAG,False,AGN580,TAG9540,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jessica,"USS Jackson, FPO AP 97165"
TE 7061,CA,USA,COMMERCIAL,False,2023,Tesla,Model Y,Red,5 Axle,TAG,False,AGN986,TAG2614,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Justin,"08375 Eric Rapids, Lake Amber, NY 49597"
VE 7459,VA,USA,COMMERCIAL,True,2003,Kia,Optima,Blue,3 Axle,TAG,True,AGN759,TAG9308,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Tanya,"740 Patrick Court Suite 517, Lopezmouth, FL 07926"
NO 2977,OR,USA,PERSONAL,False,2004,Hyundai,El-antra,Red,6-plus Axles,VIDEO,,,,,,,,,
NE 9448,WA,USA,COMMERCIAL,True,2021,Hyundai,Sonata,Black,6-plus Axles,TAG,False,AGN105,TAG9160,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Mark,"477 Horne Junction Suite 395, Hughestown, VA 07901"
PE 4186,MD,USA,PERSONAL,False,2006,Subaru,Outback,Green,6-plus Axles,TAG,True,AGN813,TAG4598,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Lance,"40244 Moore Camp, Riveraside, TX 90681"
PE 9012,WA,USA,ELECTRIC,True,2008,Subaru	,Forester,Black,3 Axle,TAG,False,AGN426,TAG3393,HARD_CASE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Paula,"44137 Weaver Parks, Port John, AL 44555"
TE 1153,PA,USA,COMMERCIAL,True,2006,Chevrolet,Equinox,White,3 Axle,VIDEO,,,,,,,,,
KA 5382,AK,USA,ELECTRIC,False,2002,Hyundai,Tucson,Black,3 Axle,TAG,True,AGN689,TAG3046,HARD_CASE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Frank,"40961 Scott Plains, Hutchinsonmouth, TN 69640"
LO 7904,VA,USA,PERSONAL,False,2006,Hyundai,Santa Fe,Green,3 Axle,TAG,False,AGN280,TAG6193,LICENSE_PLATE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Susan,"489 Sean Avenue, Lake Tanyaport, KS 49292"
MI 993,MD,USA,COMMERCIAL,False,2009,Audi,A4,Green,6-plus Axles,TAG,True,AGN588,TAG8925,LICENSE_PLATE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jason,"961 Dawn Underpass, East Ericstad, AR 88678"
PE 6811,NC,USA,COMMERCIAL,True,2017,Nissan,Sen-tra,Red,3 Axle,VIDEO,,,,,,,,,
WY 754,NY,USA,COMMERCIAL,False,2005,Honda,HR-V,Blue,3 Axle,TAG,False,AGN835,TAG8791,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Zachary,"6621 Michael Loop Suite 588, Nicholsburgh, MO 67378"
OH 993,AK,USA,COMMERCIAL,False,2007,Honda,HR-V,Blue,6-plus Axles,TAG,True,AGN162,TAG4552,LICENSE_PLATE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Shane,"004 Justin Mount, Howellport, AS 02732"
IN 522,NV,USA,ELECTRIC,False,2006,Audi,A4,Blue,3 Axle,TAG,False,AGN274,TAG3565,INTEGRATED,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Dean,"41507 Adams Divide Apt. 258, Gregoryville, DC 46137"
GE 5624,GA,USA,PERSONAL,True,2018,Lexus,RX,Blue,6-plus Axles,VIDEO,,,,,,,,,
NE 8468,AL,USA,ELECTRIC,False,2022,Volkswagen,Tiguan,Blue,3 Axle,TAG,False,AGN757,TAG6531,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Pamela,"76575 Frye Walks, New Angelamouth, TX 80803"
DE 9555,CO,USA,PERSONAL,True,2001,Subaru,Outback,Blue,2 Axle,TAG,False,AGN147,TAG6565,INTEGRATED,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,James,"2768 Jeremy Plaza Suite 189, New Raymondhaven, GU 46822"
CA 3440,WA,USA,ELECTRIC,True,2017,Audi, Q7,Black,5 Axle,TAG,True,AGN126,TAG2305,STICKER_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Katie,"5360 Kenneth Lake Apt. 459, Brittanymouth, ND 58892"
KE 8438,NC,USA,COMMERCIAL,True,2005,Subaru,Forester,Blue,5 Axle,VIDEO,,,,,,,,,
SO 1154,UT,USA,COMMERCIAL,True,2002,BMW,3 Series,Green,5 Axle,TAG,True,AGN913,TAG9913,LICENSE_PLATE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Patrick,"6667 Brian Pass Apt. 006, Pattersonview, AL 19469"
NE 2854,PA,USA,PERSONAL,True,2005,Hyundai,Tucson,Blue,6-plus Axles,TAG,False,AGN973,TAG5548,STICKER_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Edward,"348 Valenzuela Cliffs Apt. 486, Cruzmouth, GA 32103"
AL 4521,FL,USA,ELECTRIC,False,2007,Subaru	,Forester,Green,2 Axle,TAG,True,AGN143,TAG8785,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Justin,"0762 Louis Glens, New Larryhaven, MD 85122"
MI 4457,MI,USA,COMMERCIAL,True,2023,Nissan,Sen-tra,White,3 Axle,VIDEO,,,,,,,,,
NE 9945,AL,USA,ELECTRIC,True,2009,Tesla,Model Y,White,2 Axle,TAG,False,AGN911,TAG7857,LICENSE_PLATE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Peter,"1774 Powers Plains Suite 887, Poncefort, CT 01617"
CA 2768,NJ,USA,COMMERCIAL,False,2009,Subaru,Forester,White,2 Axle,TAG,False,AGN878,TAG9793,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Albert,"41796 Anthony Port Suite 647, Bellview, OH 13333"
NO 2103,NY,USA,ELECTRIC,True,2024,Tesla,Model S,Blue,3 Axle,TAG,True,AGN381,TAG9517,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,George,"2790 Young Vista, Markstad, DC 37930"
RH 4103,AL,USA,PERSONAL,True,2015,Ford,Explorer,Black,6-plus Axles,VIDEO,,,,,,,,,
MO 9086,TN,USA,ELECTRIC,False,2020,Mercedes-Benz,GLE,Red,2 Axle,TAG,True,AGN877,TAG6080,INTEGRATED,MOUNTED,YES,MAIL_TO_CUSTOMER,Julia,"467 Moreno Fort, Lindaview, MI 46876"
KE 8904,VA,USA,COMMERCIAL,True,2011,Subaru	,Outback,Blue,4 Axle,TAG,True,AGN438,TAG3246,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Scott,"901 Colton Burg Suite 466, East Sara, SD 03792"
MA 623,MA,USA,PERSONAL,False,2002,Subaru,Forester,Green,5 Axle,TAG,False,AGN718,TAG1000,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Allison,"1517 Contreras Canyon Apt. 837, North Michelleview, NH 18341"
TE 5557,NY,USA,COMMERCIAL,True,2009,Ford,Escape,Red,5 Axle,VIDEO,,,,,,,,,
MA 876,MI,USA,PERSONAL,True,2011,Toyota,RAV4,White,5 Axle,TAG,True,AGN493,TAG9170,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kristina,"9661 Jesus Highway Apt. 285, Karinaburgh, MI 60709"
TE 1744,AZ,USA,ELECTRIC,False,2017,Lexus,GS,White,4 Axle,TAG,False,AGN226,TAG2895,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jamie,"00525 Marie Light Apt. 419, Port Joannestad, PW 02477"
WA 3462,MA,USA,PERSONAL,False,2003,Nissan,Rogue,Red,4 Axle,TAG,True,AGN384,TAG8313,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Ashley,"395 Theresa Passage, West Cynthiafort, IL 88587"
NE 1483,WA,USA,COMMERCIAL,True,2015,Mercedes-Benz,C-Class,Blue,3 Axle,VIDEO,,,,,,,,,
CO 7774,TX,USA,COMMERCIAL,False,2010,Hyundai,El-antra,Blue,3 Axle,TAG,False,AGN739,TAG1079,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Mark,"105 Timothy Track Suite 902, Jenkinsport, AR 76508"
NE 9942,MA,USA,PERSONAL,False,2009,Tesla, Model 3,Green,3 Axle,TAG,True,AGN969,TAG6659,STICKER_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Brandi,"6240 Adams Grove Suite 923, East Stephanie, MI 01002"
MA 4136,PA,USA,PERSONAL,False,2010,Toyota,Camry,Red,4 Axle,TAG,False,AGN924,TAG1268,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Paul,"403 Sloan Causeway Suite 225, Lake Sarah, AK 33294"
MI 408,FL,USA,ELECTRIC,True,2007,Volkswagen,Golf,White,5 Axle,VIDEO,,,,,,,,,
HA 5085,MI,USA,COMMERCIAL,False,2024,Kia,So-rent-o,Red,2 Axle,TAG,False,AGN625,TAG4519,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Melanie,"96513 Walters Points Suite 231, Lake Joycemouth, CA 27729"
OH 9563,GA,USA,COMMERCIAL,False,2017,Mercedes-Benz,C-Class,Green,2 Axle,TAG,True,AGN140,TAG3320,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Victoria,"86754 Andrew Village, Santiagobury, CT 16035"
CO 498,FL,USA,PERSONAL,True,2012,Tesla,Model X,White,2 Axle,TAG,True,AGN114,TAG4429,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Stuart,"2586 Brandon Walk Suite 137, East Joseph, AL 60703"
KE 2271,TX,USA,COMMERCIAL,True,2021,Lexus,GS,Black,4 Axle,VIDEO,,,,,,,,,
NO 4135,NC,USA,ELECTRIC,True,2000,Volkswagen,Jetta,Red,4 Axle,TAG,True,AGN305,TAG7849,LICENSE_PLATE_TAG,STICKER,NO,HAND_TO_CUSTOMER,John,"088 Richard Manor, Murrayside, HI 31616"
WA 7619,GA,USA,PERSONAL,False,2014,Kia,So-rent-o,Blue,2 Axle,TAG,True,AGN137,TAG8672,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Tammy,"63587 Amanda Loaf, Jennifermouth, WV 48910"
NO 9885,NV,USA,ELECTRIC,False,2020,Audi,Q5,Red,4 Axle,TAG,True,AGN191,TAG9400,LICENSE_PLATE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Carlos,"783 Hannah Walks Apt. 882, Port Jamesport, IA 17218"
ID 8106,CO,USA,COMMERCIAL,False,2020,Lexus,GS,Black,3 Axle,VIDEO,,,,,,,,,
CO 3541,AZ,USA,PERSONAL,True,2024,Nissan,Sen-tra,Blue,2 Axle,TAG,True,AGN614,TAG5895,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Victor,"2754 Phillips Estates, North Jennifer, MS 01037"
OR 9007,NV,USA,ELECTRIC,True,2013,Subaru	,Im-pre-za,Black,4 Axle,TAG,True,AGN539,TAG9934,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Michael,"2111 Jennifer Loaf Apt. 763, Kimberlymouth, DC 42368"
NE 4744,TN,USA,ELECTRIC,False,2013,Volkswagen,Tiguan,Blue,5 Axle,TAG,True,AGN380,TAG3733,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Debra,"PSC 7301, Box 3621, APO AE 19629"
VE 1147,UT,USA,COMMERCIAL,False,2005,Honda,Civic,Black,6-plus Axles,VIDEO,,,,,,,,,
NE 2203,NC,USA,PERSONAL,False,2009,Honda,CR-V,Blue,4 Axle,TAG,False,AGN782,TAG7383,LICENSE_PLATE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Robert,"3243 Theresa Way Suite 524, Gutierrezmouth, WI 41293"
KA 7354,AL,USA,ELECTRIC,True,2000,Kia,So-rent-o,Green,3 Axle,TAG,False,AGN522,TAG8870,STICKER_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,John,"57156 Singh Tunnel, East Jeffrey, NV 45191"
MO 1860,TN,USA,COMMERCIAL,False,2006,Subaru	,Cross-trek,Black,3 Axle,TAG,False,AGN890,TAG9719,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Heather,"15933 Collins Land Apt. 862, Port Amanda, MS 73296"
HA 5344,GA,USA,COMMERCIAL,False,2020,Nissan,Rogue,Green,6-plus Axles,VIDEO,,,,,,,,,
WA 6347,MA,USA,COMMERCIAL,True,2018,Nissan,Al-tima,Green,4 Axle,TAG,True,AGN247,TAG6087,STICKER_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Gina,"4788 Crawford Bypass Suite 684, New Meghanstad, MA 28222"
VE 1539,PA,USA,COMMERCIAL,True,2024,Subaru	,Outback,Black,3 Axle,TAG,True,AGN600,TAG3998,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Kyle,"42479 Fry Estates Apt. 615, Sosahaven, TX 22148"
VE 294,TN,USA,COMMERCIAL,True,2021,Toyota,Camry,White,4 Axle,TAG,False,AGN608,TAG6907,LICENSE_PLATE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Brian,"584 Mathew Fork, Cummingsshire, CO 28330"
WE 9950,TN,USA,COMMERCIAL,True,2016,Hyundai,Sonata,White,3 Axle,VIDEO,,,,,,,,,
OH 2757,CO,USA,ELECTRIC,True,2007,Audi, Q7,Green,4 Axle,TAG,False,AGN244,TAG2000,INTEGRATED,MOUNTED,NO,HAND_TO_CUSTOMER,Danielle,"1527 Troy Divide, Morristown, CT 58749"
PE 4801,WA,USA,PERSONAL,False,2012,Subaru,Outback,Blue,5 Axle,TAG,True,AGN309,TAG8756,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Amber,"49284 Richards Trace Apt. 360, Jennifershire, FM 54732"
RH 1932,WA,USA,ELECTRIC,True,2006,Hyundai,El-antra,Green,5 Axle,TAG,False,AGN382,TAG9864,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Carol,"66781 Lori Land Suite 514, Rosstown, NV 11505"
PE 2782,TN,USA,PERSONAL,False,2009,Kia,Optima,Green,5 Axle,VIDEO,,,,,,,,,
AR 7065,NY,USA,ELECTRIC,True,2002,Nissan,Al-tima,White,3 Axle,TAG,False,AGN483,TAG3059,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Lisa,"18106 Joseph Drive, North Danielburgh, IN 39736"
RH 9270,AZ,USA,ELECTRIC,False,2007,Nissan,Pathfinder,Green,5 Axle,TAG,False,AGN190,TAG8246,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Christopher,"USCGC Cooper, FPO AP 46076"
RH 3159,OH,USA,ELECTRIC,True,2004,Subaru	,Im-pre-za,Red,3 Axle,TAG,True,AGN678,TAG7996,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Nicholas,"8170 Roberta Square Apt. 761, South Sharonside, WA 80201"
CA 6460,FL,USA,COMMERCIAL,True,2002,Lexus,GS,Black,5 Axle,VIDEO,,,,,,,,,
HA 1466,NJ,USA,PERSONAL,True,2008,Chevrolet,Silverado,White,6-plus Axles,TAG,True,AGN666,TAG4777,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Eric,"4703 Michelle Valley Suite 368, Adrianshire, VA 15254"
GE 1882,MD,USA,PERSONAL,False,2016,Honda,HR-V,Blue,2 Axle,TAG,False,AGN310,TAG5263,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Jessica,"117 Davis Crossroad, South Michaelmouth, NC 25185"
MA 4733,CA,USA,ELECTRIC,False,2009,Subaru	,Forester,Red,4 Axle,TAG,False,AGN486,TAG8988,INTEGRATED,MOUNTED,NO,HAND_TO_CUSTOMER,Ronald,"12292 Simmons Orchard, Ronnieberg, FM 91467"
NE 1712,TX,USA,ELECTRIC,True,2009,Subaru	,Outback,Green,4 Axle,VIDEO,,,,,,,,,
HA 1749,CA,USA,COMMERCIAL,True,2012,Subaru	,Cross-trek,Blue,3 Axle,TAG,False,AGN889,TAG9645,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Joshua,"989 Natalie Island, East Adamshire, MO 68995"
OK 9430,VA,USA,COMMERCIAL,False,2009,Tesla,Model S,White,5 Axle,TAG,True,AGN483,TAG2220,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Bruce,"7459 Emily Orchard, Jamesside, SD 51624"
WE 143,OH,USA,ELECTRIC,False,2013,Mercedes-Benz,GLE,Black,4 Axle,TAG,False,AGN271,TAG6311,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kimberly,"34348 Weber Union, Lake Shawn, NM 96152"
HA 6067,UT,USA,PERSONAL,True,2023,Volkswagen,Golf,Red,5 Axle,VIDEO,,,,,,,,,
NE 1608,TX,USA,PERSONAL,False,2004,Tesla,Model Y,Red,3 Axle,TAG,True,AGN126,TAG1639,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Joseph,"555 Ross Valleys, Bethborough, HI 43000"
NO 8578,UT,USA,COMMERCIAL,True,2014,Toyota,RAV4,Blue,4 Axle,TAG,False,AGN365,TAG6150,LICENSE_PLATE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Aaron,"20086 Danny Mountain Apt. 421, Cervantesmouth, WY 78074"
CO 8462,PA,USA,ELECTRIC,False,2024,BMW,X3,White,3 Axle,TAG,False,AGN244,TAG5760,INTEGRATED,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Heather,"PSC 7742, Box 5768, APO AP 82346"
NE 6764,AZ,USA,COMMERCIAL,False,2007,Tesla,Model Y,Black,6-plus Axles,VIDEO,,,,,,,,,
NO 2995,NV,USA,COMMERCIAL,True,2002,Kia,Forte,Blue,4 Axle,TAG,True,AGN851,TAG4492,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Thomas,"PSC 5464, Box 9036, APO AE 68809"
IN 9425,MI,USA,COMMERCIAL,False,2013,Lexus,GS,Black,6-plus Axles,TAG,False,AGN271,TAG8683,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Kelly,"9384 Morris Canyon Apt. 595, Seanshire, MT 34104"
UT 6319,TX,USA,COMMERCIAL,False,2020,Toyota,Corolla,Black,4 Axle,TAG,False,AGN192,TAG3702,INTEGRATED,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Steven,"775 Jamie Glen, Garciaton, FM 18815"
AL 2247,OH,USA,ELECTRIC,True,2003,Toyota,Tacoma,Green,4 Axle,VIDEO,,,,,,,,,
NE 5251,MI,USA,PERSONAL,False,2005,Volkswagen,Jetta,Red,4 Axle,TAG,True,AGN848,TAG3760,HARD_CASE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Brian,"293 Patterson Port, East Sandraborough, LA 15453"
NE 9861,NJ,USA,COMMERCIAL,False,2004,Subaru	,Im-pre-za,White,2 Axle,TAG,True,AGN879,TAG2320,LICENSE_PLATE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Kenneth,"506 Stephen Ferry Apt. 622, Ronniefort, NY 46315"
UT 5253,NY,USA,COMMERCIAL,False,2023,Ford,Mustang,White,3 Axle,TAG,True,AGN667,TAG9154,LICENSE_PLATE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Chad,"Unit 1889 Box 5889, DPO AP 58617"
MA 1739,FL,USA,PERSONAL,True,2022,BMW,5 Series,Blue,4 Axle,VIDEO,,,,,,,,,
AR 6352,VA,USA,ELECTRIC,True,2022,Mercedes-Benz,GLE,Green,4 Axle,TAG,False,AGN817,TAG2971,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Ryan,"856 Sabrina Cove Suite 569, New James, NC 96206"
MO 4468,NV,USA,PERSONAL,True,2009,Toyota,RAV4,Red,3 Axle,TAG,True,AGN949,TAG9163,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Deanna,"3101 Jackson Ridges, Hannahton, ME 79015"
OR 326,MA,USA,COMMERCIAL,False,2001,Chevrolet,Equinox,Red,3 Axle,TAG,True,AGN980,TAG3852,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Cristina,"46061 Franco Lodge Suite 107, West Cherylfurt, TX 92259"
TE 3370,AZ,USA,COMMERCIAL,False,2023,Subaru,Forester,Black,3 Axle,VIDEO,,,,,,,,,
VE 5356,IL,USA,COMMERCIAL,True,2002,Kia,Optima,Black,4 Axle,TAG,False,AGN573,TAG2404,STICKER_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Wayne,"38420 Samantha Ways Apt. 060, New Richard, LA 21919"
MI 4579,FL,USA,ELECTRIC,True,2017,Lexus,ES,Red,3 Axle,TAG,True,AGN947,TAG6982,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Rachel,"9385 Franco Corners Suite 770, Parkerstad, NC 20691"
IO 8070,CO,USA,COMMERCIAL,True,2014,Subaru,Outback,Black,5 Axle,TAG,False,AGN509,TAG5818,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Teresa,"45929 Thomas Motorway Suite 894, Tommyborough, CA 88798"
MA 366,TN,USA,ELECTRIC,True,2000,Toyota,Camry,Red,6-plus Axles,VIDEO,,,,,,,,,
CA 9427,UT,USA,ELECTRIC,False,2006,Chevrolet, Malibu,Blue,2 Axle,TAG,False,AGN984,TAG2111,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Kara,"16210 Wright Key, Edwardton, TN 28828"
AL 4156,AZ,USA,PERSONAL,True,2018,Toyota,RAV4,Red,4 Axle,TAG,True,AGN565,TAG7113,INTEGRATED,STICKER,NO,HAND_TO_CUSTOMER,Kimberly,"56684 Levi Prairie, Deborahmouth, RI 72563"
NE 9327,MA,USA,COMMERCIAL,False,2012,Nissan,Al-tima,Black,5 Axle,TAG,True,AGN689,TAG3988,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Amy,"7291 Stephanie Manors Apt. 485, Beanberg, DE 96347"
WA 6278,AZ,USA,ELECTRIC,False,2000,Ford,Explorer,Green,3 Axle,VIDEO,,,,,,,,,
OR 8196,NJ,USA,COMMERCIAL,False,2004,Kia,Forte,Black,4 Axle,TAG,True,AGN784,TAG4985,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Neil,"0481 Laura Expressway, Thomashaven, FL 14524"
TE 5680,TX,USA,COMMERCIAL,True,2021,Lexus,GS,Blue,4 Axle,TAG,True,AGN346,TAG5641,HARD_CASE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Jeffrey,"28650 Hooper Views Suite 537, West Cristina, WA 97289"
MI 4002,TN,USA,ELECTRIC,False,2022,Volkswagen,Pass-at,White,6-plus Axles,TAG,False,AGN748,TAG1360,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Devon,"36739 Jennifer Ville, West Brandonchester, MN 20221"
RH 5793,WA,USA,ELECTRIC,False,2002,Honda,HR-V,Black,5 Axle,VIDEO,,,,,,,,,
KA 717,MI,USA,COMMERCIAL,True,2021,Subaru,Ascent,Red,5 Axle,TAG,True,AGN358,TAG2178,INTEGRATED,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Chelsea,"2567 Miller Lane, Lake Wanda, PA 40851"
DE 3237,FL,USA,COMMERCIAL,False,2024,Subaru,Forester,Blue,5 Axle,TAG,False,AGN452,TAG6454,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Erika,"3491 Veronica Square Apt. 081, South William, MT 72437"
NO 2105,PA,USA,PERSONAL,True,2004,Lexus,ES,Red,5 Axle,TAG,False,AGN191,TAG7381,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Jennifer,"83944 Woodward Stravenue Suite 359, Lake Danielle, OK 87125"
FL 4915,FL,USA,COMMERCIAL,True,2019,Subaru	,Cross-trek,Blue,5 Axle,VIDEO,,,,,,,,,
TE 8650,AK,USA,COMMERCIAL,True,2010,Subaru	,Im-pre-za,Green,6-plus Axles,TAG,True,AGN867,TAG3469,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Christopher,"03930 Christopher Center Apt. 621, Ronaldhaven, VT 37380"
WE 340,UT,USA,PERSONAL,True,2020,Mercedes-Benz,C-Class,Blue,5 Axle,TAG,True,AGN897,TAG5037,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Michael,"74707 John Track Apt. 024, North Robertchester, AL 80905"
AR 1620,VA,USA,PERSONAL,False,2002,Nissan,Rogue,Green,3 Axle,TAG,True,AGN289,TAG2663,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Charles,"90273 Taylor Mountains Suite 178, New Brianville, NE 69616"
WA 7254,AZ,USA,ELECTRIC,True,2020,Subaru	,Outback,Blue,3 Axle,VIDEO,,,,,,,,,
NE 8679,UT,USA,PERSONAL,True,2018,Volkswagen,Golf,Blue,6-plus Axles,TAG,True,AGN507,TAG3425,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Tiffany,"3032 Shaw Walk Apt. 035, Lake James, WI 19236"
WY 1902,OH,USA,ELECTRIC,True,2013,Nissan,Pathfinder,Green,4 Axle,TAG,True,AGN320,TAG9080,HARD_CASE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Shane,"720 Michelle Keys Suite 130, Robertsmouth, NJ 08158"
NE 3324,VA,USA,COMMERCIAL,False,2016,Toyota,Tacoma,Green,2 Axle,TAG,True,AGN582,TAG9483,HARD_CASE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Steven,"44426 Michael Wells Apt. 020, East William, MS 71418"
CO 6343,CA,USA,COMMERCIAL,True,2007,Volkswagen,Jetta,White,4 Axle,VIDEO,,,,,,,,,
MA 5662,AZ,USA,PERSONAL,False,2003,Subaru,WRX,Green,5 Axle,TAG,True,AGN372,TAG6458,HARD_CASE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Jenny,"1202 Johnny Ville Apt. 150, North Robin, MT 19516"
MI 1038,CO,USA,COMMERCIAL,False,2012,Kia,Optima,Green,2 Axle,TAG,True,AGN253,TAG3186,LICENSE_PLATE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Julia,"80487 Emily Points Suite 299, Port Luisside, MH 59939"
